source_word,target_word,source_pos,target_pos,morpheme,type,segments
paroháč,paroháčův,N,J,ův,suffix,"('pa#', 'roh', '#áč', '#ův')"
ohrada,ohradník,N,N,ník,suffix,"('ohrada', '#ník')"
ohrada,ohradit,N,V,it,suffix,"('ohrada', '#it')"
výskat,výskání,V,N,ání,suffix,"('výskat', '#ání')"
výskat,výsknout,V,V,nout,suffix,"('výskat', '#nout')"
vískat,vískání,V,N,ání,suffix,"('vískat', '#ání')"
koloběžka,koloběžkový,N,J,ový,suffix,"('koloběžka', '#ový')"
koloběžka,elektrokoloběžka,N,N,elektro,prefix,"('elektro#', 'koloběžka')"
staromilec,staromilský,N,J,ský,suffix,"('staromilec', '#ský')"
staromilec,staromilství,N,N,ství,suffix,"('staromilec', '#ství')"
tetěna,tetěnec,N,N,ec,suffix,"('tetěna', '#ec')"
škopek,škopkový,N,J,ový,suffix,"('škopek', '#ový')"
ujčen,ujčena,N,N,a,suffix,"('ujčen', '#a')"
poznání,nepoznání,N,N,ne,prefix,"('ne#', 'poznat', '#ání')"
Kateřina,Kateřinin,N,J,in,suffix,"('Kateřina', '#in')"
direktor,direktorka,N,N,ka,suffix,"('direktor', '#ka')"
direktor,direktorův,N,J,ův,suffix,"('direktor', '#ův')"
direktor,direktorský,N,J,ský,suffix,"('direktor', '#ský')"
Říman,Římanův,N,J,ův,suffix,"('Řím', '#an', '#ův')"
dopingový,antidopingový,J,J,anti,prefix,"('anti#', 'doping', '#ový')"
skokan,skokanka,N,N,ka,suffix,"('skok', '#an', '#ka')"
skokan,skokanský,N,J,ský,suffix,"('skok', '#an', '#ský')"
drogista,drogistka,N,N,ka,suffix,"('droga', '#ista', '#ka')"
drogista,drogistický,N,J,cký,suffix,"('droga', '#ista', '#cký')"
milost,nemilost,N,N,ne,prefix,"('ne#', 'milý', '#ost')"
Ivan,Ivanův,N,J,ův,suffix,"('Ivan', '#ův')"
Ivan,Ivana,N,N,a,suffix,"('Ivan', '#a')"
Smetana,Smetanův,N,J,ův,suffix,"('Smetana', '#ův')"
Dvořák,Dvořáček,N,N,ek,suffix,"('dvůr', '#ák', '#ek')"
Janáček,Janáčkův,N,J,ův,suffix,"('Janáček', '#ův')"
Suk,Sukův,N,J,ův,suffix,"('Suk', '#ův')"
Suk,Suková,N,N,ová,suffix,"('Suk', '#ová')"
Suk,Souček,N,N,ek,suffix,"('Suk', '#ek')"
Novák,Novákův,N,J,ův,suffix,"('Novák', '#ův')"
Novák,Nováček,N,N,ek,suffix,"('Novák', '#ek')"
hvězdný,bezhvězdný,J,J,bez,prefix,"('bez#', 'hvězda', '#ný')"
jódlovat,zajódlovat,V,V,za,prefix,"('za#', 'jódlovat')"
křoví,křovina,N,N,ina,suffix,"('keř', '#oví', '#ina')"
šeřík,šeříkový,N,J,ový,suffix,"('šeřík', '#ový')"
souhlas,souhlasit,N,V,it,suffix,"('sou#', 'hlásit')"
souhlas,souhlasný,N,J,ný,suffix,"('sou#', 'hlas', '#ný')"
hádanka,hádankář,N,N,ář,suffix,"('hádat', '#ka', '#ář')"
růžička,růžičkový,N,J,ový,suffix,"('růže', '#ička', '#ový')"
Růžička,Růžičkův,N,J,ův,suffix,"('Růžička', '#ův')"
Kout,Koutův,N,J,ův,suffix,"('Kout', '#ův')"
Kout,Koutová,N,N,ová,suffix,"('Kout', '#ová')"
Borovička,Borovičkův,N,J,ův,suffix,"('Borovička', '#ův')"
univerbizace,univerbizační,N,J,ní,suffix,"('univerbizace', '#ní')"
Pražák,Pražačka,N,N,ka,suffix,"('Praha', '#ák', '#ka')"
Pražák,Pražáček,N,N,ek,suffix,"('Praha', '#ák', '#ek')"
Pražák,Pražákův,N,J,ův,suffix,"('Praha', '#ák', '#ův')"
Pražák,Pražáková,N,N,ová,suffix,"('Praha', '#ák', '#ová')"
simulovat,simulace,V,N,ace,suffix,"('simulovat', '#ace')"
simulovat,simulování,V,N,ání,suffix,"('simulovat', '#ání')"
simulovat,nasimulovat,V,V,na,prefix,"('na#', 'simulovat')"
simulovat,zasimulovat,V,V,za,prefix,"('za#', 'simulovat')"
cídit,vycídit,V,V,vy,prefix,"('vy#', 'cídit')"
cídit,cídění,V,N,ní,suffix,"('cídit', '#ní')"
cídit,cídidlo,V,N,dlo,suffix,"('cídit', '#dlo')"
erteple,erteplačka,N,N,ačka,suffix,"('erteple', '#ačka')"
erteple,erteplový,N,J,ový,suffix,"('erteple', '#ový')"
arcivévoda,arcivévodkyně,N,N,kyně,suffix,"('arci#', 'vévoda', '#kyně')"
arcivévoda,arcivévodský,N,J,ský,suffix,"('arci#', 'vévoda', '#ský')"
arcivévoda,arcivévodství,N,N,ství,suffix,"('arci#', 'vévoda', '#ství')"
pochyba,pochybovat,N,V,ovat,suffix,"('po#', 'chyba', '#ovat')"
pochyba,pochybit,N,V,it,suffix,"('po#', 'chyba', '#it')"
částka,částečný,N,J,ný,suffix,"('část', '#ečný')"
částka,součástka,N,N,sou,prefix,"('sou#', 'část', '#ka')"
plavit,plavec,V,N,ec,suffix,"('plavat', '#ec')"
plavit,plavení,V,N,ení,suffix,"('plavit', '#ení')"
plavit,plavený,V,J,ený,suffix,"('plavit', '#ený')"
čnít,čnící,V,J,cí,suffix,"('čnít', '#cí')"
vydržovat,vydržovaný,V,J,aný,suffix,"('vydržovat', '#aný')"
nestranný,nestranně,J,R,ě,suffix,"('ne#', 'strana', '#ě')"
limba,limbový,N,J,ový,suffix,"('limba', '#ový')"
mlsat,mlsání,V,N,ání,suffix,"('mlsat', '#ání')"
mls,mlsný,N,J,ný,suffix,"('mls', '#ný')"
mls,mlsoun,N,N,oun,suffix,"('mls', '#oun')"
prokurátor,prokurátorův,N,J,ův,suffix,"('prokurátor', '#ův')"
korelát,korelátní,N,J,ní,suffix,"('korelát', '#ní')"
komparatistika,komparatistický,N,J,cký,suffix,"('komparatistika', '#cký')"
kavalerie,kavalerista,N,N,ista,suffix,"('kavalerie', '#ista')"
infanterie,infanterista,N,N,ista,suffix,"('infanterie', '#ista')"
trojskok,trojskokan,N,N,an,suffix,"('trojskok', '#an')"
zeměkoule,zeměkoulička,N,N,ička,suffix,"('zeměkoule', '#ička')"
zeměkoule,zeměkoulička,N,N,čka,suffix,"('zeměkoule', '#ička')"
slang,slangový,N,J,ový,suffix,"('slang', '#ový')"
oltář,oltářní,N,J,ní,suffix,"('oltář', '#ní')"
oltář,oltářový,N,J,ový,suffix,"('oltář', '#ový')"
oltář,oltářík,N,N,ík,suffix,"('oltář', '#ík')"
oltář,oltářník,N,N,ník,suffix,"('oltář', '#ník')"
Koudelka,Koudelkův,N,J,ův,suffix,"('Koudelka', '#ův')"
hejtman,hejtmanka,N,N,ka,suffix,"('hejtman', '#ka')"
hejtman,hejtmanský,N,J,ský,suffix,"('hejtman', '#ský')"
hejtman,hejtmanství,N,N,ství,suffix,"('hejtman', '#ství')"
hejtman,hejtmanův,N,J,ův,suffix,"('hejtman', '#ův')"
brovnink,brovninkový,N,J,ový,suffix,"('brovnink', '#ový')"
psinec,psineček,N,N,ek,suffix,"('pes', '#inec', '#ek')"
psinec,psinský,N,J,ský,suffix,"('pes', '#inec', '#ský')"
psinec,minipsinec,N,N,mini,prefix,"('mini#', 'pes', '#inec')"
jmout,odejmout,V,V,ode,prefix,"('od#', 'jmout')"
denominace,denominační,N,J,ní,suffix,"('denominace', '#ní')"
pojem,pojmový,N,J,ový,suffix,"('pojem', '#ový')"
ženuška,ženuščin,N,J,in,suffix,"('ženuška', '#in')"
krčmářka,krčmářčin,N,J,in,suffix,"('krčma', '#ář', '#ka', '#in')"
arenda,arendář,N,N,ář,suffix,"('arenda', '#ář')"
Daniel,Danielův,N,J,ův,suffix,"('Daniel', '#ův')"
Daniel,Daniela,N,N,a,suffix,"('Daniel', '#a')"
Daniel,Danielová,N,N,ová,suffix,"('Daniel', '#ová')"
hysterik,hysterička,N,N,ka,suffix,"('hysterik', '#ka')"
sprosťák,sprosťáctví,N,N,ctví,suffix,"('s#', 'prostý', '#ák', '#ctví')"
sprosťák,sprosťačka,N,N,ka,suffix,"('s#', 'prostý', '#ák', '#ka')"
sprosťák,sprosťáček,N,N,ek,suffix,"('s#', 'prostý', '#ák', '#ek')"
intimní,intimně,J,R,ě,suffix,"('intimní', '#ě')"
intimní,intimka,J,N,ka,suffix,"('intimní', '#ka')"
zpravodaj,zpravodajský,N,J,ský,suffix,"('zpravodaj', '#ský')"
zpravodaj,zpravodajec,N,N,ec,suffix,"('zpravodaj', '#ec')"
zpravodaj,zpravodajka,N,N,ka,suffix,"('zpravodaj', '#ka')"
klasifikace,klasifikační,N,J,ní,suffix,"('klasifikovat', '#ace', '#ní')"
mundúr,mundúrový,N,J,ový,suffix,"('mundúr', '#ový')"
Sobota,Sobotův,N,J,ův,suffix,"('Sobota', '#ův')"
Sobota,Sobotka,N,N,ka,suffix,"('Sobota', '#ka')"
Sobotka,Sobotkův,N,J,ův,suffix,"('Sobota', '#ka', '#ův')"
Neděla,Nedělův,N,J,ův,suffix,"('Neděla', '#ův')"
ajnclík,ajnclíček,N,N,ek,suffix,"('ajnclík', '#ek')"
mohamedán,mohamedánka,N,N,ka,suffix,"('mohamedán', '#ka')"
mohamedán,mohamedánství,N,N,ství,suffix,"('mohamedán', '#ství')"
anarchista,anarchistický,N,J,cký,suffix,"('anarchie', '#ista', '#cký')"
anarchista,anarchistka,N,N,ka,suffix,"('anarchie', '#ista', '#ka')"
mladočech,mladočeška,N,N,ka,suffix,"('mladočech', '#ka')"
kogentní,kogentnost,J,N,ost,suffix,"('kogentní', '#ost')"
dispozitivní,dispozitivnost,J,N,ost,suffix,"('dispozitivní', '#ost')"
Žaponsko,Žaponec,N,N,ec,suffix,"('Žaponsko', '#ec')"
revír,revírek,N,N,ek,suffix,"('revír', '#ek')"
revír,revírní,N,J,ní,suffix,"('revír', '#ní')"
revír,revírník,N,N,ník,suffix,"('revír', '#ník')"
roští,roštíčko,N,N,čko,suffix,"('roští', '#čko')"
prostodušný,prostodušnost,J,N,ost,suffix,"('prostodušný', '#ost')"
kopyto,kopytník,N,N,ník,suffix,"('kopyto', '#ník')"
kopyto,kopytní,N,J,ní,suffix,"('kopyto', '#ní')"
daňče,daňčí,N,J,í,suffix,"('daněk', '#í')"
kanec,kančík,N,N,ík,suffix,"('kanit', '#ec', '#ík')"
kanec,kaneček,N,N,ek,suffix,"('kanit', '#ec', '#ek')"
srnče,srnčátko,N,N,átko,suffix,"('srnče', '#átko')"
trhovec,trhovkyně,N,N,kyně,suffix,"('trh', '#ovec', '#kyně')"
Středa,Středův,N,J,ův,suffix,"('Středa', '#ův')"
Hruška,Hruškův,N,J,ův,suffix,"('Hruška', '#ův')"
vězeň,věznice,N,N,ice,suffix,"('věznit', '#ice')"
vězeň,vězeňský,N,J,ský,suffix,"('vězet', '#ení', '#ský')"
inženýr,inženýrský,N,J,ský,suffix,"('inženýr', '#ský')"
rezort,rezortní,N,J,ní,suffix,"('rezort', '#ní')"
osmisměrka,osmisměrkový,N,J,ový,suffix,"('osmisměrka', '#ový')"
kobka,kobkový,N,J,ový,suffix,"('kobka', '#ový')"
cyklista,cyklistický,N,J,cký,suffix,"('cyklista', '#cký')"
cyklista,cyklistka,N,N,ka,suffix,"('cyklista', '#ka')"
cyklista,cyklistika,N,N,ika,suffix,"('cyklista', '#ika')"
zchladit,zchlazení,V,N,ení,suffix,"('z#', 'chlad', '#it', '#ení')"
vydržet,vydržení,V,N,ení,suffix,"('vy#', 'držet', '#ení')"
vydržet,vydržený,V,J,ný,suffix,"('vy#', 'držet', '#ný')"
rozbíjet,rozbíječ,V,N,č,suffix,"('rozbíjet', '#č')"
arcijáhen,arcijáhenský,N,J,ský,suffix,"('arci#', 'jáhen', '#ský')"
arcijáhen,arcijáhenství,N,N,ství,suffix,"('arci#', 'jáhen', '#ství')"
ordinář,ordinářský,N,J,ský,suffix,"('ordinář', '#ský')"
bovden,bovdenový,N,J,ový,suffix,"('bovden', '#ový')"
hokynář,hokynářka,N,N,ka,suffix,"('hokynář', '#ka')"
hokynář,hokynářský,N,J,ský,suffix,"('hokynář', '#ský')"
hokynář,hokynářík,N,N,ík,suffix,"('hokynář', '#ík')"
narcis,narcisismus,N,N,ismus,suffix,"('Narcis', '#ismus')"
narcis,narcisový,N,J,ový,suffix,"('narcis', '#ový')"
muškát,muškátek,N,N,ek,suffix,"('muškát', '#ek')"
oplatka,oplatkový,N,J,ový,suffix,"('oplatka', '#ový')"
oplatka,oplatečník,N,N,ník,suffix,"('oplatka', '#ník')"
piják,pijácký,N,J,cký,suffix,"('pít', '#ák', '#cký')"
piják,pijáctví,N,N,ctví,suffix,"('pít', '#ák', '#ctví')"
piják,pijačka,N,N,ka,suffix,"('pít', '#ák', '#ka')"
ochlasta,ochlastův,N,J,ův,suffix,"('ochlasta', '#ův')"
pedofil,pedofilský,N,J,ský,suffix,"('pedofil', '#ský')"
pedofil,pedofilie,N,N,ie,suffix,"('pedofil', '#ie')"
pedofil,pedofilní,N,J,ní,suffix,"('pedofil', '#ní')"
pedofil,pedofilka,N,N,ka,suffix,"('pedofil', '#ka')"
pedologie,pedologický,N,J,cký,suffix,"('pedologie', '#cký')"
smrádek,smrádeček,N,N,ek,suffix,"('smrad', '#ek', '#ek')"
chcípák,chcípáček,N,N,ek,suffix,"('chcípák', '#ek')"
zvrhlík,zvrhlice,N,N,ice,suffix,"('zvrhlý', '#ík', '#ice')"
žeh,úžeh,N,N,ú,prefix,"('ú#', 'žeh')"
maces,macesový,N,J,ový,suffix,"('maces', '#ový')"
maces,macesárna,N,N,árna,suffix,"('maces', '#árna')"
maďarizace,maďarizační,N,J,ní,suffix,"('maďarizace', '#ní')"
košerák,košerácký,N,J,cký,suffix,"('košerák', '#cký')"
kočebr,kočebrák,N,N,ák,suffix,"('kočebr', '#ák')"
přadlena,přadlenka,N,N,ka,suffix,"('přadlena', '#ka')"
dialog,dialogický,N,J,cký,suffix,"('dialog', '#cký')"
dialog,dialogový,N,J,ový,suffix,"('dialog', '#ový')"
superarbitrovat,superarbitrace,V,N,ace,suffix,"('superarbitrovat', '#ace')"
čečenský,čečensky,J,R,y,suffix,"('Čečen', '#ský', '#y')"
košerovat,vykošerovat,V,V,vy,prefix,"('vy#', 'košer', '#ovat')"
košerovat,zakošerovat,V,V,za,prefix,"('za#', 'košer', '#ovat')"
paleobotanika,paleobotanický,N,J,cký,suffix,"('paleobotanika', '#cký')"
paleobotanika,paleobotanička,N,N,ka,suffix,"('paleobotanika', '#ka')"
antuka,antukář,N,N,ář,suffix,"('antuka', '#ář')"
sviňák,sviňačka,N,N,ka,suffix,"('sviňák', '#ka')"
sviňák,sviňáček,N,N,ek,suffix,"('sviňák', '#ek')"
svévolník,svévolnice,N,N,ice,suffix,"('svévole', '#ník', '#ice')"
transportér,transportérek,N,N,ek,suffix,"('transportér', '#ek')"
posměvač,posměvačka,N,N,ka,suffix,"('posměvač', '#ka')"
šturm,šturmovat,N,V,ovat,suffix,"('šturm', '#ovat')"
bosý,bosost,J,N,ost,suffix,"('bosý', '#ost')"
požární,požárně,J,R,ě,suffix,"('po#', 'žár', '#ní', '#ě')"
zhoubný,zhoubně,J,R,ě,suffix,"('zhouba', '#ný', '#ě')"
plačtivý,plačtivě,J,R,ě,suffix,"('plačtivý', '#ě')"
plačtivý,plačtivost,J,N,ost,suffix,"('plačtivý', '#ost')"
ohnivý,ohnivě,J,R,ě,suffix,"('oheň', '#ivý', '#ě')"
donutit,donucený,V,J,ený,suffix,"('do#', 'nutit', '#ený')"
minorita,minoritní,N,J,ní,suffix,"('minorita', '#ní')"
minorita,minoritka,N,N,ka,suffix,"('minorita', '#ka')"
předkrm,předkrmí,N,N,í,suffix,"('před#', 'krm', '#í')"
hédonik,hédonička,N,N,ka,suffix,"('hédonik', '#ka')"
hédonista,hédonistický,N,J,cký,suffix,"('hédonik', '#ista', '#cký')"
hédonista,hédonistka,N,N,ka,suffix,"('hédonik', '#ista', '#ka')"
paralytik,paralytička,N,N,ka,suffix,"('paralytik', '#ka')"
makléř,makléřův,N,J,ův,suffix,"('makléř', '#ův')"
makléř,makléřka,N,N,ka,suffix,"('makléř', '#ka')"
makléř,makléřský,N,J,ský,suffix,"('makléř', '#ský')"
bioplyn,bioplynový,N,J,ový,suffix,"('bio#', 'plyn', '#ový')"
svítiplyn,svítiplynový,N,J,ový,suffix,"('svítiplyn', '#ový')"
světnice,světnicový,N,J,ový,suffix,"('světnice', '#ový')"
světnice,světnička,N,N,ka,suffix,"('světnice', '#ka')"
směnka,směneční,N,J,ní,suffix,"('s#', 'měna', '#ka', '#ní')"
směnka,směnečný,N,J,ný,suffix,"('s#', 'měna', '#ka', '#ný')"
směnka,směnkový,N,J,ový,suffix,"('s#', 'měna', '#ka', '#ový')"
zkalit,zkalený,V,J,ený,suffix,"('z#', 'kal', '#it', '#ený')"
zkalit,zkalení,V,N,ení,suffix,"('z#', 'kal', '#it', '#ení')"
bajonet,bajonetový,N,J,ový,suffix,"('bajonet', '#ový')"
domobrana,domobranec,N,N,ec,suffix,"('domobrana', '#ec')"
šikana,šikanovat,N,V,ovat,suffix,"('šikana', '#ovat')"
šikanovat,šikanovaný,V,J,aný,suffix,"('šikana', '#ovat', '#aný')"
sloupek,sloupkový,N,J,ový,suffix,"('sloup', '#ek', '#ový')"
diskant,diskantista,N,N,ista,suffix,"('diskant', '#ista')"
diskant,diskantový,N,J,ový,suffix,"('diskant', '#ový')"
otupit,otupovat,V,V,ovat,suffix,"('o#', 'tupý', '#it', '#ovat')"
otupit,otupení,V,N,ení,suffix,"('o#', 'tupý', '#it', '#ení')"
otupit,otupený,V,J,ený,suffix,"('o#', 'tupý', '#it', '#ený')"
komandant,komandantský,N,J,ský,suffix,"('komandant', '#ský')"
komandant,komandantka,N,N,ka,suffix,"('komandant', '#ka')"
dešťoměr,dešťoměrný,N,J,ný,suffix,"('dešťoměr', '#ný')"
sekundán,sekundánka,N,N,ka,suffix,"('sekundán', '#ka')"
sekundán,sekundánův,N,J,ův,suffix,"('sekundán', '#ův')"
mnemotechnika,mnemotechnický,N,J,cký,suffix,"('mnemotechnika', '#cký')"
ptáčník,ptáčnice,N,N,ice,suffix,"('pták', '#ní', '#ice')"
Eleonora,Eleonořin,N,J,in,suffix,"('Eleonora', '#in')"
Svatopluk,Svatoplukův,N,J,ův,suffix,"('Svatopluk', '#ův')"
Matěj,Matějův,N,J,ův,suffix,"('Matěj', '#ův')"
Matyáš,Matyášův,N,J,ův,suffix,"('Matyáš', '#ův')"
bezhlavý,bezhlavě,J,R,ě,suffix,"('bezhlavý', '#ě')"
bezhlavý,bezhlavost,J,N,ost,suffix,"('bezhlavý', '#ost')"
bezhlavý,bezhlavec,J,N,ec,suffix,"('bezhlavý', '#ec')"
disparátní,disparátně,J,R,ě,suffix,"('disparátní', '#ě')"
disparátní,disparátnost,J,N,ost,suffix,"('disparátní', '#ost')"
očař,očařka,N,N,ka,suffix,"('oko', '#ař', '#ka')"
očař,očařův,N,J,ův,suffix,"('oko', '#ař', '#ův')"
subsumpce,subsumpční,N,J,ní,suffix,"('subsumpce', '#ní')"
poddaný,poddanství,J,N,ství,suffix,"('poddaný', '#ství')"
dožádat,dožádání,V,N,ání,suffix,"('do#', 'žádat', '#ání')"
dožádat,dožádaný,V,J,aný,suffix,"('do#', 'žádat', '#aný')"
ověřit,ověřitelný,V,J,telný,suffix,"('o#', 'věřit', '#telný')"
Liliana,Lilianin,N,J,in,suffix,"('Liliana', '#in')"
Dorota,Dorotin,N,J,in,suffix,"('Dorota', '#in')"
Alexandr,Alexandrův,N,J,ův,suffix,"('Alexandr', '#ův')"
Alexandr,Alexandra,N,N,a,suffix,"('Alexandr', '#a')"
trolej,trolejový,N,J,ový,suffix,"('trolej', '#ový')"
porada,poradit,N,V,it,suffix,"('po#', 'rada', '#it')"
spis,spisový,N,J,ový,suffix,"('spis', '#ový')"
spis,spisovat,N,V,ovat,suffix,"('spis', '#ovat')"
pokutovat,pokutování,V,N,ání,suffix,"('pokuta', '#ovat', '#ání')"
eldorádo,eldorádský,N,J,ský,suffix,"('eldorádo', '#ský')"
Drážďany,Drážďaňan,N,N,an,suffix,"('Drážďany', '#an')"
potomek,potomkyně,N,N,yně,suffix,"('potom', '#ek', '#yně')"
frazeologie,frazeologický,N,J,cký,suffix,"('frazeologie', '#cký')"
idiomatika,idiomatický,N,J,cký,suffix,"('idiomatika', '#cký')"
porce,porcovat,N,V,ovat,suffix,"('porce', '#ovat')"
husar,husarův,N,J,ův,suffix,"('husar', '#ův')"
husar,husarka,N,N,ka,suffix,"('husar', '#ka')"
husar,husarský,N,J,ský,suffix,"('husar', '#ský')"
vrátka,vrátkový,N,J,ový,suffix,"('vrátka', '#ový')"
samojed,samojedský,N,J,ský,suffix,"('Samojed', '#ský')"
vracet,povracet,V,V,po,prefix,"('po#', 'vracet')"
vracet,vyvracet,V,V,vy,prefix,"('vy#', 'vracet')"
parajazyk,parajazykový,N,J,ový,suffix,"('parajazyk', '#ový')"
ferbl,ferblík,N,N,ík,suffix,"('ferbl', '#ík')"
sklíčidlo,sklíčidlový,N,J,ový,suffix,"('sklíčidlo', '#ový')"
cherologie,cherologický,N,J,cký,suffix,"('cherologie', '#cký')"
metajazyk,metajazykový,N,J,ový,suffix,"('meta#', 'jazyk', '#ový')"
separace,separační,N,J,ní,suffix,"('separace', '#ní')"
listí,listíčko,N,N,čko,suffix,"('list', '#í', '#čko')"
deportovat,deportace,V,N,ace,suffix,"('deportovat', '#ace')"
nádorový,protinádorový,J,J,proti,prefix,"('proti#', 'nádor', '#ový')"
porodní,předporodní,J,J,před,prefix,"('před#', 'po#', 'rod', '#ní')"
vizmut,vizmutový,N,J,ový,suffix,"('vizmut', '#ový')"
funebrák,funebračka,N,N,ka,suffix,"('funebrák', '#ka')"
uhel,uhlový,N,J,ový,suffix,"('uhel', '#ový')"
uhel,uhlík,N,N,ík,suffix,"('uhel', '#ík')"
máselnice,máselnička,N,N,ka,suffix,"('máslo', '#ný', '#ice', '#ka')"
máslíčko,máslíčkový,N,J,ový,suffix,"('máslo', '#íčko', '#ový')"
máslař,máslařka,N,N,ka,suffix,"('máslo', '#ař', '#ka')"
kinofilm,kinofilmový,N,J,ový,suffix,"('kinofilm', '#ový')"
pekařka,pekařčin,N,J,in,suffix,"('pekař', '#ka', '#in')"
husařka,husařčin,N,J,in,suffix,"('husařka', '#in')"
vléct,přivléct,V,V,při,prefix,"('při#', 'vléct')"
vléct,odvléct,V,V,od,prefix,"('od#', 'vléct')"
fialový,fialově,J,R,ě,suffix,"('fialový', '#ě')"
fialový,fialovost,J,N,ost,suffix,"('fialový', '#ost')"
rabínský,rabínsky,J,R,y,suffix,"('rabín', '#ský', '#y')"
chamtivý,chamtivě,J,R,ě,suffix,"('chamtivý', '#ě')"
hrabivý,hrabivě,J,R,ě,suffix,"('hrabivý', '#ě')"
žluklý,žluklost,J,N,ost,suffix,"('žluklý', '#ost')"
razantní,razantně,J,R,ě,suffix,"('razantní', '#ě')"
racionální,racionálně,J,R,ě,suffix,"('racionální', '#ě')"
ustavičný,ustavičně,J,R,ě,suffix,"('ustavičný', '#ě')"
ustavičný,ustavičnost,J,N,ost,suffix,"('ustavičný', '#ost')"
dědičný,dědičně,J,R,ě,suffix,"('děd', '#a', '#ic', '#ný', '#ě')"
chirurgický,chirurgicky,J,R,y,suffix,"('chirurg', '#ie', '#cký', '#y')"
roztržitý,roztržitě,J,R,ě,suffix,"('roztržitý', '#ě')"
Horymír,Horymírův,N,J,ův,suffix,"('Horymír', '#ův')"
Lumír,Lumírův,N,J,ův,suffix,"('Lumír', '#ův')"
pranostika,pranostický,N,J,cký,suffix,"('pranostika', '#cký')"
foxteriér,foxteriérek,N,N,ek,suffix,"('foxteriér', '#ek')"
pudl,pudlík,N,N,ík,suffix,"('pudl', '#ík')"
portýr,portýrův,N,J,ův,suffix,"('portýr', '#ův')"
portýr,portýrka,N,N,ka,suffix,"('portýr', '#ka')"
portýr,portýrová,N,N,ová,suffix,"('portýr', '#ová')"
portýr,portýrský,N,J,ský,suffix,"('portýr', '#ský')"
portýr,portýrství,N,N,ství,suffix,"('portýr', '#ství')"
brynda,bryndička,N,N,ička,suffix,"('brynda', '#ička')"
výbuch,výbuchový,N,J,ový,suffix,"('vý#', 'buch', '#ový')"
recyklovat,recyklace,V,N,ace,suffix,"('recyklovat', '#ace')"
recyklovat,recyklovaný,V,J,aný,suffix,"('recyklovat', '#aný')"
slech,doslech,N,N,do,prefix,"('do#', 'slech')"
slech,náslech,N,N,ná,prefix,"('ná#', 'slech')"
slech,poslech,N,N,po,prefix,"('po#', 'slech')"
slech,přeslech,N,N,pře,prefix,"('pře#', 'slech')"
slech,výslech,N,N,vý,prefix,"('vý#', 'slech')"
převážit,převážný,V,J,ný,suffix,"('pře#', 'vážit', '#ný')"
převážit,převážení,V,N,ení,suffix,"('pře#', 'vážit', '#ení')"
šafrán,šafránový,N,J,ový,suffix,"('šafrán', '#ový')"
šafrán,šafránka,N,N,ka,suffix,"('šafrán', '#ka')"
paša,pašův,N,J,ův,suffix,"('paša', '#ův')"
veterán,veteránka,N,N,ka,suffix,"('veterán', '#ka')"
veterán,veteránův,N,J,ův,suffix,"('veterán', '#ův')"
pojmenovat,pojmenovávat,V,V,ávat,suffix,"('po#', 'jméno', '#ovat', '#ávat')"
pojmenovat,pojmenování,V,N,ání,suffix,"('po#', 'jméno', '#ovat', '#ání')"
žebrat,žebračka,V,N,čka,suffix,"('žebrat', '#ák', '#ka')"
žehlit,nažehlit,V,V,na,prefix,"('na#', 'žehlit')"
žehlit,přežehlit,V,V,pře,prefix,"('pře#', 'žehlit')"
žertovat,žertování,V,N,ání,suffix,"('žert', '#ovat', '#ání')"
žertovat,zažertovat,V,V,za,prefix,"('za#', 'žert', '#ovat')"
žertovat,žertovný,V,J,ný,suffix,"('žert', '#ovat', '#ný')"
žlutit,žlucení,V,N,ení,suffix,"('žlutý', '#it', '#ení')"
žlutit,zažlutit,V,V,za,prefix,"('za#', 'žlutý', '#it')"
žlutit,odžlutit,V,V,od,prefix,"('od#', 'žlutý', '#it')"
žíznit,žízeň,V,N,eň,suffix,"('žíznit', '#eň')"
žíznit,žíznivý,V,J,ivý,suffix,"('žíznit', '#eň', '#ivý')"
žhavit,žhavení,V,N,ení,suffix,"('žhavý', '#it', '#ení')"
žhavit,žhavený,V,J,ený,suffix,"('žhavý', '#it', '#ený')"
žhavit,žhavicí,V,J,cí,suffix,"('žhavý', '#it', '#cí')"
žalovat,zažalovat,V,V,za,prefix,"('za#', 'žal', '#ovat')"
žadonit,žadonění,V,N,ní,suffix,"('žadonit', '#ní')"
žahat,požahat,V,V,po,prefix,"('po#', 'žahat')"
žahat,žahadlo,V,N,dlo,suffix,"('žahat', '#dlo')"
žahat,žahavec,V,N,ec,suffix,"('žahat', '#ec')"
žahat,žahavka,V,N,vka,suffix,"('žahat', '#vka')"
žahat,žahavý,V,J,avý,suffix,"('žahat', '#avý')"
žalářovat,žalářování,V,N,ání,suffix,"('žalář', '#ovat', '#ání')"
žvatlat,žvatlavý,V,J,avý,suffix,"('žvatlat', '#avý')"
žvatlat,žvatlání,V,N,ání,suffix,"('žvatlat', '#ání')"
žebronit,žebronění,V,N,ní,suffix,"('žebronit', '#ní')"
žasnout,užasnout,V,V,u,prefix,"('u#', 'žasnout')"
žbluňkat,žbluňknout,V,V,nout,suffix,"('žbluňkat', '#nout')"
žbluňkat,žbluňkavý,V,J,avý,suffix,"('žbluňkat', '#avý')"
žbluňkat,žbluňkání,V,N,ání,suffix,"('žbluňkat', '#ání')"
žehnat,přežehnat,V,V,pře,prefix,"('pře#', 'žehnat')"
